매출 보고,(Revenue Report),이번 달로 가기,총매출,팩,카튼,그로서리,잡화,토바코,맥주,메인포스,카드,잡화 비율,카드/총매출,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 토바코,평균 맥주,누락,주별 총 누락,,매출,담배 갑 ,담배보루,그로서리,잡화,토바코,맥주
,,8/14/2019 Wed,"$3,821.07",$724.20,$445.80,$42.39,"$1,731.52",$313.92,$215.60,"-$3,160.96","$2,346.87",49.85%,61.42%,,,,,,,,,,$660.11,,,,,,,,,
,,8/15/2019 Thu,"$4,410.05","$1,085.02",$270.50,$32.76,"$1,998.07",$406.67,$215.83,"-$3,705.96","$2,843.67",49.84%,64.48%,,,,,,,,,,$704.09,,,,,,,,,
,,8/16/2019 Fri,"$4,329.72",$947.95,$169.50,$33.95,"$2,229.73",$394.65,$159.93,"-$3,174.57","$2,503.45",56.65%,57.82%,,,,,,,,,,"$1,155.15",,,,,,,,,
,,8/17/2019 Sat,"$4,016.68",$858.70,$308.00,$43.39,"$1,956.15",$328.30,$156.71,"-$2,935.22","$2,240.10",53.57%,55.77%,,,,,,,,,,"$1,081.46",,,,,,,,,
,,8/18/2019 Sun,"$4,345.05",$844.56,$380.80,$29.27,"$2,222.15",$337.60,$135.39,"-$3,334.41","$2,417.72",56.26%,55.64%,,,,,,,,,,"$1,010.64",,,,,,,,,
,,8/19/2019 Mon,"$4,097.74",$880.69,$266.80,$18.16,"$2,141.37",$231.61,$186.26,"-$3,327.64","$2,388.39",57.48%,58.29%,,Week 127,"$4,569.62",$836.36,$426.91,$35.46,"$2,381.25",$326.22,$177.87,$770.10,,,,,,,,,
,,8/20/2019 Tue,"$4,567.37",$767.66,$247.10,$29.48,"$2,534.75",$419.50,$160.10,"-$3,100.95","$2,337.37",61.05%,51.18%,,,,,,,,,,"$1,466.42",,,,,,,,,
,,8/21/2019 Wed,"$5,004.64",$794.95,$268.78,$21.48,"$2,976.66",$274.90,$212.61,"-$3,625.84","$2,452.31",65.43%,49.00%,,,,,,,,,,"$1,378.80",,,,,,,,,
,,8/22/2019 Thu,"$4,936.64",$981.30,$920.30,$40.54,"$2,015.42",$316.63,$213.37,"-$3,970.21","$2,977.30",44.91%,60.31%,,,,,,,,,,$966.43,,,,,,,,,
,,8/23/2019 Fri,"$5,555.68",$908.23,$605.90,$35.57,"$2,951.80",$404.73,$144.04,"-$4,342.03","$3,346.20",58.44%,60.23%,,,,,,,,,,"$1,213.65",,,,,,,,,
,,8/24/2019 Sat,"$4,363.67",$815.98,"222,3",$47.58,"$2,370.77",$343.22,$166.83,"-$3,400.95","$2,637.04",59.76%,60.43%,,,,,,,,,,$962.72,,,,,,,,,
,,8/25/2019 Sun,"$3,461.59",$705.74,$252.60,$55.41,"$1,678.00",$292.97,$161.91,"-$2,275.30","$1,798.61",53.32%,51.96%,,,,,,,,,,"$1,186.29",,,,,,,,,
,,8/26/2019 Mon,"$4,260.69","$1,059.41",$83.60,$41.81,"$2,204.77",$320.96,$162.45,"-$3,145.23","$2,442.09",56.92%,57.32%,,Week 128,"$4,185.70",$850.66,$279.74,$31.03,"$2,207.78",$310.34,$162.16,"$1,115.46",,,,,,,,,
,,8/27/2019 Tue,"$4,081.99",$724.19,$0.00,$25.96,"$2,466.61",$325.71,$168.10,"-$3,001.89","$2,304.53",66.47%,56.46%,,,,,,,,,,"$1,080.10",,,,,,,,,
,,8/28/2019 Wed,"$3,781.58",$691.07,$548.89,$40.00,"$1,719.75",$292.81,$145.06,"-$3,016.40","$2,308.24",50.02%,61.04%,,,,,,,,,,$765.18,,,,,,,,,
,,8/29/2019 Thu,"$3,942.75",$749.90,$236.10,$16.24,"$2,020.79",$381.76,$139.00,"-$2,663.09","$1,983.80",56.38%,50.32%,,,,,,,,,,"$1,279.66",,,,,,,,,
,,8/30/2019 Fri,"$5,394.14",$953.90,$603.50,$24.52,"$2,774.26",$409.58,$137.67,"-$3,854.04","$2,912.16",56.57%,53.99%,,,,,,,,,,"$1,540.10",,,,,,,,,
,,8/31/2019 Sat,"$4,292.19",$879.93,$324.90,$48.16,"$2,141.64",$287.90,$217.18,"-$3,342.05","$2,565.01",54.89%,59.76%,,,,,,,,,,$950.14,,,,,,,,,
2019년 9월,매출 보고,9/1/2019 Sun,"$3,546.58",$896.25,$161.20,$20.54,"$2,126.67",$153.64,$165.66,"-$2,975.31","$2,231.00",65.96%,62.91%,,,,,,,,,,$571.27,,2019년 9월 평균,,,,,,,
,,9/2/2019 Mon,"$4,337.69",$921.13,$309.20,$40.22,"$2,002.47",$466.68,$203.35,"-$3,479.40","$2,662.49",50.78%,61.38%,,Week 129,"$4,359.04",$881.73,$396.71,$32.04,"$2,095.78",$343.00,$170.34,$858.29,,총,,,,,,,
실제 수입,"$126,360.85",9/3/2019 Tue,"$4,281.67",$846.91,$232.60,$23.44,"$2,059.58",$260.35,$169.31,"-$2,656.16","$2,031.03",52.91%,47.44%,,,,,,,,,,"$1,625.51",,,,,,,,,
보고 수입,"$96,282.71",9/4/2019 Wed,"$3,827.74",$894.85,$322.20,$30.56,"$1,709.31",$341.01,$181.58,"-$3,276.13","$2,482.18",49.12%,64.85%,,,,,,,,,,$551.61,,,,,,,,,
카드 수입,"$74,540.96",9/5/2019 Thu,"$4,871.28",$832.33,$736.10,$41.02,"$2,354.34",$281.95,$182.44,"-$3,991.17","$3,049.15",53.16%,62.59%,,,,,,,,,,$880.11,,,,,,,,,
,,9/6/2019 Fri,"$5,318.86",$990.44,$710.40,$22.02,"$2,525.44",$387.06,$199.61,"-$4,312.77","$3,315.92",52.23%,62.34%,,,,,,,,,,"$1,006.09",,,,,,,,,
담배 총 매출,,9/7/2019 Sat,"$4,559.12","$1,052.79",$0.00,$31.92,"$2,431.93",$486.71,$140.96,"-$3,366.60","$2,496.87",58.68%,54.77%,,,,,,,,,,"$1,192.52",,,,,,,,,
그로서리 총 매출,,9/8/2019 Sun,"$3,316.90",$633.65,$466.50,$35.11,"$1,587.40",$177.26,$115.16,"-$2,566.64","$2,173.36",52.64%,65.52%,,,,,,,,,,$750.26,,,,,,,,,
잡화 총 매출,,9/9/2019 Mon,"$3,859.00",$922.07,$214.50,$32.78,"$1,828.52",$345.47,$164.21,"-$2,196.07","$2,170.97",52.12%,56.26%,,Week 130,"$3,958.61",$921.89,$236.87,$36.01,"$1,854.19",$377.98,$175.02,"$1,662.93",,,,,,,,,
토바코 총 매출,,9/10/2019 Tue,"$3,913.16","$1,096.31",$0.00,$30.71,"$1,742.16",$426.66,$278.15,"-$2,560.56","$2,040.46",48.97%,52.14%,,,,,,,,,,"$1,352.60",,,,,,,,,
맥주 총 매출,,9/11/2019 Wed,"$3,553.92",$759.39,$169.00,$22.91,"$1,766.24",$361.83,$151.21,"-$2,635.37","$2,025.44",54.67%,56.99%,,,,,,,,,,$918.55,,,,,,,,,
,,9/12/2019 Thu,"$3,876.85",$755.39,$555.20,$44.93,"$1,738.52",$311.42,$118.60,"-$2,882.58","$2,268.20",49.33%,58.51%,,,,,,,,,,$994.27,,,,,,,,,
일 평균,"$4,212.03",9/13/2019 Fri,"$4,911.83","$1,070.81",$386.40,$62.61,"$2,272.09",$452.41,$228.76,"-$3,536.86","$2,681.87",50.88%,54.60%,,,,,,,,,,"$1,374.97",,,,,,,,,
,,9/14/2019 Sat,"$4,727.92","$1,183.89",$170.30,$42.15,"$2,214.79",$489.06,$197.65,"-$4,058.45","$3,023.26",51.53%,63.94%,,,,,,,,,,$669.47,,,,,,,,,
,,9/15/2019 Sun,"$2,867.60",$665.38,$162.70,$15.99,"$1,417.03",$258.99,$86.59,"-$2,106.79","$1,562.58",54.36%,54.49%,,,,,,,,,,$760.81,,,,,,,,,
,,9/16/2019 Mon,"$4,258.01",$871.84,$307.10,$29.90,"$2,109.18",$385.75,$166.79,"-$2,472.94","$1,848.21",54.49%,43.41%,,Week 131,"$3,968.13",$876.55,$370.43,$32.18,"$1,839.60",$309.59,$174.84,"$1,785.07",,,,,,,,,
,,9/17/2019 Tue,"$4,432.17",$954.57,$776.60,$21.34,"$1,811.74",$325.33,$129.32,"-$3,271.39","$2,514.84",44.96%,56.74%,,,,,,,,,,"$1,160.78",,,,,,,,,
,,9/18/2019 Wed,"$3,506.32",$776.58,$235.50,$30.12,"$1,683.40",$305.18,$156.46,"-$2,461.24","$1,888.33",52.81%,53.86%,,,,,,,,,,"$1,045.08",,,,,,,,,
,,9/19/2019 Thu,"$3,512.68",$847.51,$406.20,$29.33,"$1,390.55",$300.90,$219.37,"-$2,571.43","$1,958.91",43.55%,55.77%,,,,,,,,,,$941.25,,,,,,,,,
,,9/20/2019 Fri,"$4,564.98",$932.66,$432.30,$33.43,"$2,115.16",$404.80,$213.25,"-$3,391.76","$2,664.09",50.97%,58.36%,,,,,,,,,,"$1,173.22",,,,,,,,,
,,9/21/2019 Sat,"$4,808.53","$1,172.55",$258.10,$64.38,"$2,476.58",$200.99,$198.47,"-$3,742.51","$2,841.60",56.65%,59.09%,,,,,,,,,,"$1,066.02",,,,,,,,,
,,9/22/2019 Sun,"$2,694.21",$580.13,$177.20,$16.77,"$1,290.57",$244.16,$140.21,"-$2,442.78","$1,900.45",52.69%,70.54%,,,,,,,,,,$251.43,,,,,,,,,
,,9/23/2019 Mon,"$4,009.89",$939.32,$556.80,$37.83,"$1,680.67",$263.76,$166.67,"-$3,351.08","$2,520.67",46.10%,62.86%,,Week 132,"$4,318.79",$763.15,$303.80,$36.06,"$2,299.60",$354.54,$167.55,$658.81,,,,,,,,,
,,9/24/2019 Tue,"$3,885.96",$761.41,$226.20,$43.61,"$2,025.38",$313.21,$162.53,"-$2,985.86","$2,163.36",57.33%,55.67%,,,,,,,,,,$900.10,,,,,,,,,
,,9/25/2019 Wed,"$3,539.07",$829.85,$364.10,$42.21,"$1,486.99",$353.07,$140.81,"-$2,730.11","$2,064.34",46.22%,58.33%,,,,,,,,,,$808.96,,,,,,,,,
,,9/26/2019 Thu,"$4,131.23",$813.90,$152.60,$35.82,"$2,118.45",$431.15,$203.43,"-$3,301.39","$2,531.93",56.41%,61.29%,,,,,,,,,,$829.84,,,,,,,,,
,,9/27/2019 Fri,"$5,637.29",$649.00,$159.49,$22.39,"$3,730.48",$402.50,$160.62,"-$4,194.12","$3,248.57",72.79%,57.63%,,,,,,,,,,"$1,443.17",,,,,,,,,
,,9/28/2019 Sat,"$5,751.91","$1,006.94",$249.90,$47.83,"$3,357.31",$381.27,$177.38,"-$4,409.86","$3,438.16",64.21%,59.77%,,,,,,,,,,"$1,342.05",,,,,,,,,
,,9/29/2019 Sun,"$3,276.16",$341.65,$417.50,$22.76,"$1,697.94",$336.83,$161.40,"-$2,795.87","$2,188.63",57.01%,66.80%,,,,,,,,,,$480.29,,,,,,,,,
,,9/30/2019 Mon,"$6,582.32",$757.90,$572.20,$25.16,"$4,114.27",$346.84,$167.25,"-$5,559.51","$4,554.09",68.76%,69.19%,,Week 133,"$5,223.58",$854.48,$442.54,$37.06,"$2,898.50",$337.65,$181.87,"$1,022.81",,,,,,,,,
2019년 10월,매출 보고,10/1/2019 Tue,"$4,969.73",$714.82,$144.40,$39.10,"$3,195.24",$265.43,$158.64,"-$3,842.47","$2,907.68",70.72%,58.51%,,,,,,,,,,"$1,127.26",,2019년 10월 평균,,,,,,,
,,10/2/2019 Wed,"$4,116.16",$809.78,$623.90,$42.75,"$1,823.70",$270.89,$168.56,"-$2,931.63","$2,221.51",48.74%,53.97%,,,,,,,,,,"$1,184.53",,총,,,,,,,
실제 수입,"$125,062.20",10/3/2019 Thu,"$5,505.64",$988.82,$292.40,$37.82,"$3,108.90",$343.92,$233.08,"-$4,427.53","$3,391.48",62.11%,61.60%,,,,,,,,,,"$1,078.11",,,,,,,,,
보고 수입,"$95,909.66",10/4/2019 Fri,"$6,677.48",$904.43,$632.00,$29.20,"$3,750.22",$575.93,$206.16,"-$5,608.10","$4,826.18",61.78%,72.28%,,,,,,,,,,"$1,069.38",,,,,,,,,
카드 수입,"$71,221.58",10/5/2019 Sat,"$4,944.82",$963.45,$518.20,$51.38,"$2,422.78",$301.16,$237.95,"-$4,064.72","$3,356.37",53.90%,67.88%,,,,,,,,,,$880.10,,,,,,,,,
,"$24,688.08",10/6/2019 Sun,"$3,768.93",$842.16,$314.70,$33.99,"$1,874.41",$259.39,$101.43,"-$2,888.83","$2,372.74",54.71%,62.96%,,,,,,,,,,$880.10,,,,,,,,,
담배 총 매출,"$34,910.54",10/7/2019 Mon,"$6,189.94",$673.10,$309.10,$19.06,"$4,077.73",$390.41,$165.51,"-$4,647.65","$3,337.17",72.46%,53.91%,,Week 134,"$5,156.94",$775.04,$348.33,$22.15,"$3,036.50",$349.08,$156.74,"$1,542.29",,,,,,,,,
그로서리 총 매출,$793.98,10/8/2019 Tue,"$5,919.73",$709.90,$157.40,$22.05,"$3,951.99",$385.64,$154.32,"-$5,096.77","$3,894.25",73.44%,65.78%,,,,,,,,,,$822.96,,,,,,,,,
잡화 총 매출,"$58,605.14",10/9/2019 Wed,"$9,580.33",$756.94,$404.20,$19.85,"$7,104.63",$282.22,$141.25,"-$8,116.30","$6,536.38",81.57%,68.23%,Flavored Vape Ban,,,,,,,,,"$1,464.03",,,,,,,,,
토바코 총 매출,"$9,826.43",10/10/2019 Thu,"$5,207.66",$898.58,$312.30,$32.49,"$2,942.97",$399.45,$140.14,"-$3,783.20","$2,890.79",62.16%,55.51%,,,,,,,,,,"$1,424.46",,,,,,,,,
맥주 총 매출,"$5,310.28",10/11/2019 Fri,"$3,555.77",$845.85,$452.80,$21.61,"$1,376.54",$342.31,$193.11,"-$2,571.66","$1,941.19",42.58%,54.59%,,,,,,,,,,$984.11,,,,,,,,,
,,10/12/2019 Sat,"$3,146.96",$852.14,$406.00,$14.10,"$1,083.58",$350.40,$154.42,"-$2,206.40","$1,692.86",37.88%,53.79%,,,,,,,,,,$940.56,,,,,,,,,
일 평균,"$4,003.08",10/13/2019 Sun,"$2,498.17",$688.77,$396.50,$25.92,$718.08,$293.15,$148.43,"-$2,278.10","$1,795.63",31.62%,71.88%,,,,,,,,,,$220.07,,,,,,,,,
,,10/14/2019 Mon,"$3,292.17",$809.38,$224.30,$27.35,"$1,511.94",$279.68,$224.68,"-$2,360.70","$1,837.52",50.52%,55.81%,,Week 135,"$3,154.78",$823.22,$328.24,$21.93,"$1,217.64",$319.09,$198.23,$931.47,,,,,,,,,
,,10/15/2019 Tue,"$3,353.43",$854.74,$420.80,$12.93,"$1,554.38",$247.71,$157.79,"-$2,693.35","$1,995.53",50.99%,59.51%,,,,,,,,,,$660.08,,,,,,,,,
,,10/16/2019 Wed,"$3,102.92",$860.06,$300.20,$34.48,"$1,138.77",$311.32,$175.38,"-$2,116.80","$1,673.69",40.37%,53.94%,,,,,,,,,,$986.12,,,,,,,,,
,,10/17/2019 Thu,"$3,083.82",$786.42,$384.70,$17.45,"$1,018.62",$334.43,$261.58,"-$2,364.69","$1,897.29",36.33%,61.52%,,,,,,,,,,$719.13,,,,,,,,,
,,10/18/2019 Fri,"$3,789.39",$927.54,$311.70,$20.69,"$1,510.41",$418.35,$255.94,"-$2,582.56","$1,982.73",43.84%,52.32%,,,,,,,,,,"$1,206.83",,,,,,,,,
,,10/19/2019 Sat,"$3,273.32",$794.83,$375.90,$22.78,"$1,201.56",$392.52,$187.88,"-$2,414.36","$1,778.03",40.38%,54.32%,,,,,,,,,,$858.96,,,,,,,,,
,,10/20/2019 Sun,"$2,188.40",$729.60,$280.10,$17.80,$587.82,$249.61,$124.33,"-$1,788.17","$1,397.16",29.55%,63.84%,,,,,,,,,,$400.23,,,,,,,,,
,,10/21/2019 Mon,"$3,880.31",$861.73,$165.40,$9.13,"$1,977.14",$320.79,$193.14,"-$2,617.15","$1,977.03",56.05%,50.95%,,Week 136,"$3,428.80",$837.27,$277.97,$28.24,"$1,487.87",$315.21,$165.89,"$1,263.16",,,,,,,,,
,,10/22/2019 Tue,"$3,151.87",$673.88,$305.50,$20.58,"$1,462.54",$237.79,$181.42,"-$1,829.18","$1,190.31",51.04%,37.77%,,,,,,,,,,"$1,322.69",,,,,,,,,
,,10/23/2019 Wed,"$3,761.02",$889.34,$483.60,$28.60,"$1,553.75",$298.55,$115.64,"-$2,656.60","$1,883.11",45.44%,50.07%,,,,,,,,,,"$1,104.42",,,,,,,,,
,,10/24/2019 Thu,"$3,364.62",$836.24,$323.80,$36.98,"$1,417.05",$280.46,$163.90,"-$2,442.23","$1,818.43",46.33%,54.05%,,,,,,,,,,$922.39,,,,,,,,,
,,10/25/2019 Fri,"$3,509.91","$1,064.00",$80.90,$32.95,"$1,371.44",$471.39,$169.80,"-$2,567.24","$1,972.48",42.98%,56.20%,,,,,,,,,,$942.67,,,,,,,,,
,,10/26/2019 Sat,"$3,963.22",$801.80,$508.10,$38.71,"$1,787.90",$267.56,$198.56,"-$3,413.13","$2,670.75",49.62%,67.39%,,,,,,,,,,$550.09,,,,,,,,,
,,10/27/2019 Sun,"$2,370.68",$733.93,$78.50,$30.72,$845.26,$329.91,$138.79,"-$1,839.37","$1,392.65",39.22%,58.74%,,,,,,,,,,$531.31,,,,,,,,,
,,10/28/2019 Mon,"$3,216.80",$854.60,$470.10,$11.45,"$1,192.08",$222.26,$173.58,"-$2,583.98","$1,958.76",40.76%,60.89%,,Week 137,"$3,436.61",$867.21,$213.86,$27.62,"$1,497.16",$326.53,$191.38,$632.82,,,,,,,,,
,,10/29/2019 Tue,"$3,189.75",$838.24,$81.80,$26.63,"$1,443.29",$335.08,$174.45,"-$2,550.79","$2,004.00",49.77%,62.83%,,,,,,,,,,$638.96,,,,,,,,,
,,10/30/2019 Wed,"$2,670.73",$718.87,$80.90,$19.14,"$1,108.62",$298.92,$201.22,"-$1,766.77","$1,300.98",45.66%,48.71%,,,,,,,,,,$903.96,,,,,,,,,
,,10/31/2019 Thu,"$3,818.52",$999.32,$246.30,$35.39,"$1,687.04",$335.23,$167.84,"-$2,859.23","$2,234.58",48.60%,58.52%,,,,,,,,,,$959.29,,,,,,,,,
2019년 11월,매출 보고,11/1/2019 Fri,"$5,101.93",$919.21,$471.50,$45.62,"$2,572.84",$389.86,$238.69,"-$3,707.08","$2,835.31",55.47%,55.57%,,,,,,,,,,"$1,394.85",,2019년 11월 평균,,,,,,,
,,11/2/2019 Sat,"$3,433.18",$903.69,$84.50,$29.46,"$1,557.06",$350.46,$195.64,"-$2,388.12","$1,759.52",49.89%,51.25%,,,,,,,,,,"$1,045.06",,총,,,,,,,
실제 수입,"$106,606.59",11/3/2019 Sun,"$2,625.39",$836.55,$61.90,$25.68,$919.17,$353.91,$188.22,"-$1,730.88","$1,284.86",38.51%,48.94%,,,,,,,,,,$894.51,,,,,,,,,
보고 수입,"$75,949.39",11/4/2019 Mon,"$3,219.36",$701.86,$278.30,$24.88,"$1,623.91",$198.53,$98.95,"-$1,759.08","$1,344.05",55.49%,41.75%,,Week 138,"$3,440.45",$780.29,$340.11,$24.73,"$1,486.90",$339.70,$155.44,"$1,460.28","$7,334.01",,,,,,,,
카드 수입,"$57,367.90",11/5/2019 Tue,"$3,649.92",$880.72,$403.30,$24.03,"$1,501.37",$332.11,$174.64,"-$2,631.44","$2,019.95",45.25%,55.34%,,,,,,,,,,"$1,018.48",,,,,,,,,
,,11/6/2019 Wed,"$2,924.98",$574.15,$536.40,$36.95,"$1,099.64",$247.89,$163.81,"-$2,082.40","$1,357.84",41.35%,46.42%,,,,,,,,,,$842.58,,,,,,,,,
담배 총 매출,"$32,554.48",11/7/2019 Thu,"$3,549.39",$750.22,$241.20,$14.49,"$1,633.99",$375.04,$211.55,"-$2,559.25","$1,899.41",50.64%,53.51%,,,,,,,,,,$990.14,,,,,,,,,
그로서리 총 매출,$798.21,11/8/2019 Fri,"$3,704.46",$822.79,$160.60,$18.45,"$1,732.75",$441.85,$190.96,"-$2,507.82","$1,947.06",51.45%,52.56%,,,,,,,,,,"$1,196.64",,,,,,,,,
잡화 총 매출,"$48,623.73",11/9/2019 Sat,"$3,703.46",$908.70,$222.00,$24.03,"$1,627.27",$461.03,$123.42,"-$2,579.63","$1,941.16",48.33%,52.41%,,,,,,,,,,"$1,123.83",,,,,,,,,
토바코 총 매출,"$9,838.51",11/10/2019 Sun,"$3,331.56",$823.57,$539.00,$30.29,"$1,189.35",$321.45,$124.75,"-$2,629.50","$2,010.90",39.27%,60.36%,,,,,,,,,,$702.06,,,,,,,,,
맥주 총 매출,"$5,094.38",11/11/2019 Mon,"$3,629.04",$849.55,$222.00,$38.40,"$1,731.48",$304.02,$153.14,"-$2,768.60","$2,110.10",52.48%,58.14%,,Week 149,"$3,442.78",$808.87,$260.13,$26.47,"$1,544.95",$315.14,$173.93,$860.44,,,,,,,,,
,,11/12/2019 Tue,"$3,279.22",$814.32,$467.00,$21.57,"$1,289.79",$229.39,$158.80,"-$2,307.41","$1,756.77",43.27%,53.57%,,,,,,,,,,$971.81,,,,,,,,,
일 평균,"$3,553.55",11/13/2019 Wed,"$3,503.83",$719.86,$151.80,$36.31,"$1,833.60",$246.49,$196.99,"-$2,030.99","$1,537.32",57.56%,43.88%,,,,,,,,,,"$1,472.84",,,,,,,,,
,,11/14/2019 Thu,"$2,919.29",$783.40,$87.70,$15.87,"$1,332.31",$284.87,$149.50,"-$2,163.92","$1,687.35",50.20%,57.80%,,,,,,,,,,$755.37,,,,,,,,,
,,11/15/2019 Fri,"$3,626.45",$963.94,$61.90,$20.01,"$1,763.65",$286.24,$200.72,"-$2,503.73","$1,877.00",53.50%,51.76%,,,,,,,,,,"$1,122.72",,,,,,,,,
,,11/16/2019 Sat,"$3,955.83",$708.91,$436.20,$31.29,"$1,654.93",$540.41,$224.15,"-$2,970.44","$2,377.04",46.02%,60.09%,,,,,,,,,,$985.39,,,,,,,,,
,,11/17/2019 Sun,"$3,185.81",$822.08,$394.30,$21.83,"$1,208.92",$314.59,$134.24,"-$2,372.50","$1,786.11",41.74%,56.06%,,,,,,,,,,$813.31,,,,,,,,,
,,11/18/2019 Mon,"$3,013.45",$851.73,$159.40,$32.52,"$1,283.79",$282.62,$129.15,"-$1,952.73","$1,498.64",46.86%,49.73%,,Week 150,"$3,456.39",$817.65,$320.21,$25.17,"$1,507.38",$292.67,$178.24,"$1,060.72",,,,,,,,,
,,11/19/2019 Tue,"$3,179.13",$670.73,$486.90,$18.48,"$1,165.93",$381.02,$166.83,"-$2,634.30","$2,014.45",40.34%,63.36%,,,,,,,,,,$544.83,,,,,,,,,
,,11/20/2019 Wed,"$3,221.36",$660.07,$406.50,$24.50,"$1,408.97",$246.97,$181.23,"-$2,472.47","$1,898.94",48.11%,58.95%,,,,,,,,,,$748.89,,,,,,,,,
,,11/21/2019 Thu,"$3,708.50",$778.69,$555.40,$27.89,"$1,597.67",$259.14,$152.28,"-$2,699.46","$2,110.78",47.39%,56.92%,,,,,,,,,,"$1,009.04",,,,,,,,,
,,11/22/2019 Fri,"$4,312.81","$1,062.52",$246.30,$18.77,"$2,035.35",$301.71,$251.76,"-$3,328.88","$2,553.46",51.91%,59.21%,,,,,,,,,,$983.93,,,,,,,,,
,,11/23/2019 Sat,"$3,942.02",$843.45,$224.00,$32.44,"$2,003.75",$297.94,$181.80,"-$2,786.93","$2,043.73",55.91%,51.84%,,,,,,,,,,"$1,155.09",,,,,,,,,
,,11/24/2019 Sun,"$2,817.45",$856.36,$163.00,$21.58,"$1,056.22",$279.29,$184.63,"-$2,271.27","$1,687.88",41.24%,59.91%,,,,,,,,,,$546.18,,,,,,,,,
,,11/25/2019 Mon,"$3,841.40",$682.78,$159.40,$31.63,"$2,167.21",$328.62,$122.59,"-$2,272.25","$1,564.23",62.06%,40.72%,,Week 151,"$3,758.82",$750.78,$256.66,$26.29,"$1,875.13",$359.33,$148.93,"$1,569.15",,,,,,,,,
,,11/26/2019 Tue,"$3,436.95",$649.96,$411.60,$23.29,"$1,587.18",$314.26,$147.04,"-$2,488.69","$1,847.08",50.80%,53.74%,,,,,,,,,,$948.26,,,,,,,,,
,,11/27/2019 Wed,"$4,534.54",$914.65,$202.70,$19.84,"$2,366.04",$459.21,$159.56,"-$2,941.84","$2,164.91",57.40%,47.74%,,,,,,,,,,"$1,592.70",,,,,,,,,
,,11/28/2019 Thu,"$1,960.39",$491.36,$80.90,$22.58,$890.90,$188.09,$108.14,"-$1,312.47","$1,007.78",49.99%,51.41%,,,,,,,,,,$647.92,,,,,,,,,
,,11/29/2019 Fri,"$5,143.50",$829.99,$402.40,$44.03,"$2,862.84",$407.23,$129.14,"-$3,933.42","$3,057.02",61.23%,59.43%,,,,,,,,,,"$1,210.08",,,,,,,,,
,,11/30/2019 Sat,"$4,151.99",$850.87,$309.70,$21.50,"$1,925.85",$414.27,$252.06,"-$3,161.89","$2,387.25",51.02%,57.50%,,,,,,,,,,$990.10,,,,,,,,,
2019년 12월,매출 보고,12/1/2019 Sun,"$3,242.98",$835.87,$229.90,$21.18,"$1,325.86",$403.61,$123.99,"-$2,212.13","$1,704.45",44.97%,52.56%,,,,,,,,,,"$1,030.85",,2019년 12월 평균,,,,,,,
,,12/2/2019 Mon,"$3,263.69","$1,055.72",$250.80,$21.76,"$1,038.16",$370.39,$229.84,"-$2,458.23","$1,892.60",34.99%,57.99%,,Week 152,"$3,734.50",$877.50,$344.10,$24.79,"$1,617.18",$340.04,$191.41,$805.46,,총,,,,,,,
실제 수입,"$119,555.95",12/3/2019 Tue,"$4,015.48",$751.09,$421.90,$26.04,"$1,847.25",$386.99,$218.89,"-$3,063.94","$2,292.35",50.60%,57.09%,,,,,,,,,,$951.54,,,,,,,,,
보고 수입,"$86,970.91",12/4/2019 Wed,"$3,785.68",$818.88,$486.30,$17.07,"$1,499.10",$459.35,$160.60,"-$2,677.43","$2,031.44",43.56%,53.66%,,,,,,,,,,"$1,108.25",,,,,,,,,
카드 수입,"$63,320.12",12/5/2019 Thu,"$4,041.68",$816.18,$344.10,$29.80,"$1,980.64",$302.53,$200.79,"-$2,729.44","$2,064.16",53.91%,51.07%,,,,,,,,,,"$1,312.24",,,,,,,,,
,"$23,650.79",12/6/2019 Fri,"$4,714.34",$923.24,$290.00,$30.83,"$2,511.45",$339.30,$190.63,"-$3,410.73","$2,617.55",58.60%,55.52%,,,,,,,,,,"$1,303.61",,,,,,,,,
담배 총 매출,"$33,003.15",12/7/2019 Sat,"$3,260.36",$910.09,$362.10,$19.45,"$1,242.45",$279.07,$150.53,"-$2,625.26","$1,816.48",41.92%,55.71%,,,,,,,,,,$635.10,,,,,,,,,
그로서리 총 매출,$777.73,12/8/2019 Sun,"$3,060.29",$867.31,$253.50,$28.61,"$1,201.19",$242.62,$188.60,"-$2,543.88","$1,962.83",43.18%,64.14%,,,,,,,,,,$516.41,,,,,,,,,
잡화 총 매출,"$55,845.64",12/9/2019 Mon,"$3,591.02",$740.87,$144.40,$40.89,"$1,779.35",$333.39,$234.43,"-$2,471.83","$1,097.80",54.50%,30.57%,,Week 153,"$3,698.24",$689.77,$319.87,$23.48,"$1,817.49",$303.31,$193.54,"$1,119.19",,,,,,,,,
토바코 총 매출,"$10,397.53",12/10/2019 Tue,"$3,028.91",$648.65,$84.50,$14.85,"$1,568.80",$248.28,$188.23,"-$2,347.63","$1,801.58",56.97%,59.48%,,,,,,,,,,$681.28,,,,,,,,,
맥주 총 매출,"$5,489.01",12/11/2019 Wed,"$2,905.39",$722.04,$246.80,$13.32,"$1,164.26",$317.59,$186.12,"-$2,021.35","$1,525.94",44.08%,52.52%,,,,,,,,,,$884.04,,,,,,,,,
