,(Revenue Report),이번 달로 가기,총매출,PACK,CARTON,GROCERY,MISC,VAPE,KRATOM,TOBACCO,BEER,후카,메인포스,카드,잡화 비율,카드/총매출,,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 베입,평균 크레이톰,평균 토바코,평균 맥주,누락,주별 총 누락,,Total,Cig,Groc,Misc,Tob,Beer,,
,,4/2/2019 Tue,"$2,003.77",$288.04,$370.40,$16.88,"$1,004.43",,,$81.04,$60.87,,"-$1,827.81","$1,362.48",55.14%,68.00%,74.54%,,,,,,,,,,,,$175.96,,4/2/2019 Tue,"$2,003.77",$658.44,$16.88,"$1,004.43",$81.04,$60.87,,
실제 수익,"$62,248.49",4/3/2019 Wed,"$2,092.47",$236.68,$59.90,$19.67,"$1,490.51",,,$86.10,$9.25,,"-$1,446.65",$984.26,78.36%,47.04%,68.04%,,,,,,,,,,,,$645.82,,4/3/2019 Wed,"$2,092.47",$296.58,$19.67,"$1,490.51",$86.10,$9.25,,
보고 수익,"$49,301.22",4/4/2019 Thu,"$2,620.75",$465.97,$73.90,$16.04,"$1,638.18",,,$67.96,$120.27,,"-$1,952.60","$1,321.16",68.76%,50.41%,67.66%,,,,,,,,,,,,$668.15,,4/4/2019 Thu,"$2,620.75",$539.87,$16.04,"$1,638.18",$67.96,$120.27,,
카드 수익,"$35,547.20",4/5/2019 Fri,"$1,912.23",$437.84,$0.00,$9.80,"$1,134.85",,,$68.74,$87.02,,"-$1,032.22",$413.47,65.28%,21.62%,40.06%,,,,,,,,,,,,$880.01,,4/5/2019 Fri,"$1,912.23",$437.84,$9.80,"$1,134.85",$68.74,$87.02,,
,"$13,754.02",4/6/2019 Sat,"$2,337.91",$326.63,$90.90,$22.81,"$1,585.99",,,$52.18,$46.73,,"-$1,643.55","$1,088.11",74.62%,46.54%,66.20%,,,,,,,,,,,,$694.36,,4/6/2019 Sat,"$2,337.91",$417.53,$22.81,"$1,585.99",$52.18,$46.73,,
담배 수익,"$15,260.37",4/7/2019 Sun,"$2,045.78",$428.92,$78.90,$10.55,"$1,249.54",,,$69.06,$22.72,,"-$1,605.74","$1,286.49",67.19%,62.89%,80.12%,,,,,,,,,,,,$440.04,,4/7/2019 Sun,"$2,045.78",$507.82,$10.55,"$1,249.54",$69.06,$22.72,,
그로서리 수익,$468.23,4/8/2019 Mon,"$1,748.22",$294.43,$221.70,$14.18,$920.12,,,$45.36,$93.38,,"-$1,574.51","$1,175.44",57.90%,67.24%,74.65%,,Week 55,"$2,029.18",$377.30,$138.34,$16.48,"$1,137.55",,,$91.28,$69.32,$173.71,"$3,100.15",4/8/2019 Mon,"$1,748.22",$516.13,$14.18,$920.12,$45.36,$93.38,,
잡화 수익,"$36,757.84",4/9/2019 Tue,"$2,039.09",$409.24,$242.70,$18.97,"$1,061.57",,,$93.66,$27.44,,"-$1,572.58","$1,128.20",57.27%,55.33%,71.74%,,,,,,,,,,,,$466.51,,4/9/2019 Tue,"$2,039.09",$651.94,$18.97,"$1,061.57",$93.66,$27.44,,
토바코 수익,"$2,239.57",4/10/2019 Wed,"$2,119.13",$410.75,$72.40,$11.28,"$1,131.17",,,$129.56,$71.14,,"-$1,681.44","$1,130.17",58.72%,53.33%,67.21%,,,,,,,,,,,,$437.69,,4/10/2019 Wed,"$2,119.13",$483.15,$11.28,"$1,131.17",$129.56,$71.14,,
맥주 수익,"$1,474.99",4/11/2019 Thu,"$1,899.31",$474.33,$0.00,$30.70,"$1,117.25",,,$16.90,$87.32,,"-$1,267.85",$886.61,64.71%,46.68%,69.93%,,,,,,,,,,,,$631.46,,4/11/2019 Thu,"$1,899.31",$474.33,$30.70,"$1,117.25",$16.90,$87.32,,
,,4/12/2019 Fri,"$2,885.50",$400.30,$231.80,$22.46,"$1,726.27",,,$107.41,$134.76,,"-$2,131.21","$1,501.89",65.81%,52.05%,70.47%,,,,,,,,,,,,$754.29,,4/12/2019 Fri,"$2,885.50",$632.10,$22.46,"$1,726.27",$107.41,$134.76,,
,,4/13/2019 Sat,"$1,986.45",$396.16,$79.99,$9.29,"$1,090.73",,,$187.22,$42.34,,"-$1,700.95","$1,201.11",60.40%,60.47%,70.61%,,,,,,,,,,,,$285.50,,4/13/2019 Sat,"$1,986.45",$476.15,$9.29,"$1,090.73",$187.22,$42.34,,
,,4/14/2019 Sun,"$1,526.53",$255.92,$119.80,$8.51,$915.74,,,$58.84,$28.83,,"-$1,175.54",$828.07,65.99%,54.25%,70.44%,,,,,,,,,,,,$350.99,,4/14/2019 Sun,"$1,526.53",$375.72,$8.51,$915.74,$58.84,$28.83,,
,,4/15/2019 Mon,"$2,720.06",$450.92,$303.60,$15.68,"$1,543.34",,,$98.39,$60.63,,"-$2,478.10","$1,630.36",62.41%,59.94%,65.79%,,Week 56,"$2,200.30",$348.77,$174.01,$14.04,"$1,352.13",,,$63.59,$37.35,$241.96,"$2,703.75",4/15/2019 Mon,"$2,720.06",$754.52,$15.68,"$1,543.34",$98.39,$60.63,,
,,4/16/2019 Tue,"$2,198.54",$298.60,$157.80,$22.38,"$1,383.00",,,$53.14,$18.97,,"-$1,853.96","$1,397.66",69.20%,63.57%,75.39%,,,,,,,,,,,,$344.58,,4/16/2019 Tue,"$2,198.54",$456.40,$22.38,"$1,383.00",$53.14,$18.97,,
,,4/17/2019 Wed,"$2,008.46",$324.71,$307.60,$10.25,"$1,099.27",,,$68.98,$14.93,,"-$1,638.51","$1,105.99",60.21%,55.07%,67.50%,,,,,,,,,,,,$369.95,,4/17/2019 Wed,"$2,008.46",$632.31,$10.25,"$1,099.27",$68.98,$14.93,,
,,4/18/2019 Thu,"$1,850.00",$327.58,$200.39,$14.67,"$1,062.77",,,$49.46,$19.78,,"-$1,328.82",$878.46,63.19%,47.48%,66.11%,,,,,,,,,,,,$521.18,,4/18/2019 Thu,"$1,850.00",$527.97,$14.67,"$1,062.77",$49.46,$19.78,,
,,4/19/2019 Fri,"$2,443.89",$421.57,$90.90,$25.40,"$1,544.45",,,$70.63,$68.76,,"-$2,009.92","$1,422.54",69.52%,58.21%,70.78%,,,,,,,,,,,,$433.97,,4/19/2019 Fri,"$2,443.89",$512.47,$25.40,"$1,544.45",$70.63,$68.76,,
,,4/20/2019 Sat,"$2,621.23",$374.58,$0.00,$4.93,"$1,863.82",,,$74.29,$65.14,,"-$2,181.19","$1,805.68",78.22%,68.89%,82.78%,,,,,,,,,,,,$440.04,,4/20/2019 Sat,"$2,621.23",$374.58,$4.93,"$1,863.82",$74.29,$65.14,,
,,4/21/2019 Sun,"$1,559.91",$243.44,$157.80,$4.99,$968.29,,,$30.27,$13.24,,"-$1,207.84",$987.94,68.28%,63.33%,81.79%,,,,,,,,,,,,$352.07,,4/21/2019 Sun,"$1,559.91",$401.24,$4.99,$968.29,$30.27,$13.24,,
,,4/22/2019 Mon,"$2,217.90",$308.37,$377.40,$23.66,"$1,019.55",,,$33.20,$22.12,,"-$1,975.29","$1,488.46",50.57%,67.11%,75.35%,,Week 57,"$1,859.91",$335.90,$143.80,$14.91,"$1,050.95",,,$75.16,$36.88,$242.61,"$2,419.48",4/22/2019 Mon,"$2,217.90",$685.77,$23.66,"$1,019.55",$33.20,$22.12,,
,,4/23/2019 Tue,"$1,909.57",$381.22,$79.90,$23.73,"$1,002.81",,,$200.58,$47.73,,"-$1,476.64","$1,101.45",57.77%,57.68%,74.59%,,,,,,,,,,,,$432.93,,4/23/2019 Tue,"$1,909.57",$461.12,$23.73,"$1,002.81",$200.58,$47.73,,
,,4/24/2019 Wed,"$1,585.14",$429.26,$138.90,$12.61,$788.44,,,$40.65,$31.08,,"-$1,408.98","$1,056.27",54.71%,66.64%,74.97%,,,,,,,,,,,,$176.16,,4/24/2019 Wed,"$1,585.14",$568.16,$12.61,$788.44,$40.65,$31.08,,
,,4/25/2019 Thu,"$1,902.49",$345.45,$170.70,$4.83,"$1,102.66",,,$77.02,$28.74,,"-$1,244.46",$909.73,63.75%,47.82%,73.10%,,,,,,,,,,,,$658.03,,4/25/2019 Thu,"$1,902.49",$516.15,$4.83,"$1,102.66",$77.02,$28.74,,
,,4/26/2019 Fri,"$2,360.71",$375.98,$0.00,$18.96,"$1,618.90",,,$44.56,$87.48,,"-$1,808.48","$1,381.96",75.43%,58.54%,76.42%,,,,,,,,,,,,$552.23,,4/26/2019 Fri,"$2,360.71",$375.98,$18.96,"$1,618.90",$44.56,$87.48,,
,,4/27/2019 Sat,"$1,602.64",$313.32,$79.00,$11.87,$985.49,,,$38.82,$28.34,,"-$1,411.95","$1,107.96",67.64%,69.13%,78.47%,,,,,,,,,,,,$190.69,,4/27/2019 Sat,"$1,602.64",$392.32,$11.87,$985.49,$38.82,$28.34,,
,,4/28/2019 Sun,"$1,440.94",$197.68,$160.70,$8.74,$838.81,,,$91.28,$12.64,,"-$1,274.11",$904.75,64.03%,62.79%,71.01%,,,,,,,,,,,,$166.83,,4/28/2019 Sun,"$1,440.94",$358.38,$8.74,$838.81,$91.28,$12.64,,
,,4/29/2019 Mon,"$1,695.81",$361.85,$81.80,$6.56,$991.22,,,$56.47,$43.60,,"-$1,465.32","$1,067.16",64.30%,62.93%,72.83%,,Week 58,"$1,870.42",$356.12,$99.91,$15.75,"$1,116.96",,,$70.29,$41.69,$230.49,"$3,021.70",4/29/2019 Mon,"$1,695.81",$443.65,$6.56,$991.22,$56.47,$43.60,,
,,4/30/2019 Tue,"$2,406.41",$369.93,$384.10,$23.58,"$1,331.70",,,$46.05,$32.14,,"-$1,963.86","$1,481.75",60.87%,61.58%,75.45%,,,,,,,,,,,,$442.55,,4/30/2019 Tue,"$2,406.41",$754.03,$23.58,"$1,331.70",$46.05,$32.14,,
2019년 5월,매출 보고,5/1/2019 Wed,"$1,926.35",$418.27,$0.00,$20.92,"$1,223.92",,,$47.40,$43.97,,"-$1,416.48","$1,049.21",69.89%,54.47%,74.07%,,,,,,,,,,,,$509.87,,5/1/2019 Wed,"$1,926.35",$418.27,$20.92,"$1,223.92",$47.40,$43.97,,
,,5/2/2019 Thu,"$1,706.14",$301.95,$81.80,$10.74,"$1,001.38",,,$104.24,$50.81,,"-$1,293.88",$944.05,64.56%,55.33%,72.96%,,,,,,,,,,,,$412.26,,5/2/2019 Thu,"$1,706.14",$383.75,$10.74,"$1,001.38",$104.24,$50.81,,
실제 수익,"$62,707.22",5/3/2019 Fri,"$2,181.51",$345.01,$0.00,$26.23,"$1,495.66",,,$60.34,$55.81,,"-$1,456.92","$1,067.02",75.42%,48.91%,73.24%,,,,,,,,,,,,$724.59,,5/3/2019 Fri,"$2,181.51",$345.01,$26.23,"$1,495.66",$60.34,$55.81,,
보고 수익,"$45,677.56",5/4/2019 Sat,"$1,806.94",$328.03,$59.90,$13.11,"$1,091.00",,,$114.40,$36.09,,"-$1,427.36","$1,087.19",66.42%,60.17%,76.17%,,,,,,,,,,,,$379.58,,5/4/2019 Sat,"$1,806.94",$387.93,$13.11,"$1,091.00",$114.40,$36.09,,
카드 수익,"$34,548.21",5/5/2019 Sun,"$1,369.76",$367.80,$91.80,$9.14,$683.82,,,$63.15,$29.42,,"-$1,047.40",$584.13,54.91%,42.64%,55.77%,,,,,,,,,,,,$322.36,,5/5/2019 Sun,"$1,369.76",$459.60,$9.14,$683.82,$63.15,$29.42,,
,"$11,129.35",5/6/2019 Mon,"$2,422.12",$516.73,$299.60,$18.58,"$1,219.53",,,$76.40,$70.96,,"-$1,929.77","$1,421.20",55.38%,58.68%,73.65%,,Week 59,"$2,011.67",$378.85,$108.57,$20.37,"$1,179.75",,,$70.26,$56.36,$492.35,"$3,576.88",5/6/2019 Mon,"$2,422.12",$816.33,$18.58,"$1,219.53",$76.40,$70.96,,
담배 수익,"$15,653.62",5/7/2019 Tue,"$2,135.23",$282.94,$160.80,$23.47,"$1,315.11",,,$96.10,$61.35,,"-$1,702.41","$1,264.22",67.75%,59.21%,74.26%,,,,,,,,,,,,$432.82,,5/7/2019 Tue,"$2,135.23",$443.74,$23.47,"$1,315.11",$96.10,$61.35,,
그로서리 수익,$523.17,5/8/2019 Wed,"$1,828.67",$280.16,$138.80,$13.93,"$1,103.29",,,$57.29,$69.19,,"-$1,244.50",$923.58,66.37%,50.51%,74.21%,,,,,,,,,,,,$584.17,,5/8/2019 Wed,"$1,828.67",$418.96,$13.93,"$1,103.29",$57.29,$69.19,,
잡화 수익,"$37,012.60",5/9/2019 Thu,"$1,573.65",$378.64,$81.80,$14.62,$867.78,,,$48.59,$38.98,,"-$1,286.88",$917.74,60.66%,58.32%,71.32%,,,,,,,,,,,,$286.77,,5/9/2019 Thu,"$1,573.65",$460.44,$14.62,$867.78,$48.59,$38.98,,
토바코 수익,"$2,279.17",5/10/2019 Fri,"$2,092.50",$525.12,$0.00,$40.13,"$1,218.50",,,$44.91,$73.47,,"-$1,290.76",$957.06,64.05%,45.74%,74.15%,,,,,,,,,,,,$801.74,,5/10/2019 Fri,"$2,092.50",$525.12,$40.13,"$1,218.50",$44.91,$73.47,,
맥주 수익,"$1,430.71",5/11/2019 Sat,"$1,676.55",$274.46,$0.00,$12.56,"$1,117.76",,,$68.55,$50.69,,"-$1,456.52","$1,209.52",73.34%,72.14%,83.04%,,,,,,,,,,,,$220.03,,5/11/2019 Sat,"$1,676.55",$274.46,$12.56,"$1,117.76",$68.55,$50.69,,
,,5/12/2019 Sun,"$2,353.00",$393.93,$79.00,$19.28,"$1,416.26",,,$100.00,$29.90,,"-$1,594.00","$1,487.44",66.21%,63.21%,93.31%,Mother's Day,,,,,,,,,,,$759.00,,5/12/2019 Sun,"$2,353.00",$472.93,$19.28,"$1,416.26",$100.00,$29.90,,
,,5/13/2019 Mon,"$2,131.89",$439.26,$79.00,$14.35,"$1,316.25",,,$43.34,$45.74,,"-$1,359.91","$1,017.39",67.92%,47.72%,74.81%,,Week 60,"$2,190.95",$399.38,$166.76,$13.79,"$1,282.11",,,$77.84,$50.60,$771.98,"$4,132.91",5/13/2019 Mon,"$2,131.89",$518.26,$14.35,"$1,316.25",$43.34,$45.74,,
,,5/14/2019 Tue,"$1,625.10",$390.31,$81.80,$2.79,$900.66,,,$59.68,$42.00,,"-$1,186.67",$907.51,60.96%,55.84%,76.48%,,,,,,,,,,,,$438.43,,5/14/2019 Tue,"$1,625.10",$472.11,$2.79,$900.66,$59.68,$42.00,,
,,5/15/2019 Wed,"$2,557.51",$401.71,$302.40,$24.79,"$1,504.79",,,$63.95,$27.23,,"-$2,133.97","$1,591.70",64.72%,62.24%,74.59%,,,,,,,,,,,,$423.54,,5/15/2019 Wed,"$2,557.51",$704.11,$24.79,"$1,504.79",$63.95,$27.23,,
,,5/16/2019 Thu,"$2,240.99",$423.52,$170.70,$4.78,"$1,279.02",,,$117.35,$41.71,,"-$1,216.40",$889.77,62.78%,39.70%,73.15%,,,,,,,,,,,,"$1,024.59",,5/16/2019 Thu,"$2,240.99",$594.22,$4.78,"$1,279.02",$117.35,$41.71,,
,,5/17/2019 Fri,"$2,885.84",$379.88,$295.60,$18.85,"$1,659.93",,,$141.87,$119.03,,"-$2,140.93","$1,647.02",63.27%,57.07%,76.93%,,,,,,,,,,,,$744.91,,5/17/2019 Fri,"$2,885.84",$675.48,$18.85,"$1,659.93",$141.87,$119.03,,
,,5/18/2019 Sat,"$1,963.88",$374.67,$0.00,$21.00,"$1,270.01",,,$71.25,$48.28,,"-$1,520.40","$1,221.28",71.14%,62.19%,80.33%,,,,,,,,,,,,$443.48,,5/18/2019 Sat,"$1,963.88",$374.67,$21.00,"$1,270.01",$71.25,$48.28,,
,,5/19/2019 Sun,"$1,931.44",$386.31,$237.80,$9.94,"$1,044.08",,,$47.42,$30.19,,"-$1,645.46","$1,231.86",59.46%,63.78%,74.86%,,,,,,,,,,,,$285.98,,5/19/2019 Sun,"$1,931.44",$624.11,$9.94,"$1,044.08",$47.42,$30.19,,
,,5/20/2019 Mon,"$2,324.70",$457.14,$91.80,$14.39,"$1,412.83",,,$89.17,$51.08,,"-$1,547.74","$1,180.62",66.85%,50.79%,76.28%,,Week 61,"$2,005.98",$398.56,$152.96,$18.58,"$1,144.44",,,$69.00,$40.40,$776.96,"$4,103.40",5/20/2019 Mon,"$2,324.70",$548.94,$14.39,"$1,412.83",$89.17,$51.08,,
,,5/21/2019 Tue,"$1,182.83",$299.00,$0.00,$12.81,$667.99,,,$80.74,$14.64,,-$814.71,$629.78,62.12%,53.24%,77.30%,,,,,,,,,,,,$368.12,,5/21/2019 Tue,"$1,182.83",$299.00,$12.81,$667.99,$80.74,$14.64,,
,,5/22/2019 Wed,"$2,236.05",$388.70,$242.60,$32.65,"$1,279.60",,,$64.15,$24.96,,"-$1,290.04",$916.00,62.95%,40.97%,71.01%,,,,,,,,,,,,$946.01,,5/22/2019 Wed,"$2,236.05",$631.30,$32.65,"$1,279.60",$64.15,$24.96,,
,,5/23/2019 Thu,"$1,779.26",$455.52,$0.00,$23.47,"$1,049.28",,,$30.81,$58.27,,"-$1,212.63",$919.98,64.87%,51.71%,75.87%,,,,,,,,,,,,$566.63,,5/23/2019 Thu,"$1,779.26",$455.52,$23.47,"$1,049.28",$30.81,$58.27,,
,,5/24/2019 Fri,"$2,341.58",$536.32,$261.10,$33.65,"$1,150.19",,,$68.44,$78.86,,"-$1,821.62","$1,376.35",54.03%,58.78%,75.56%,,,,,,,,,,,,$519.96,,5/24/2019 Fri,"$2,341.58",$797.42,$33.65,"$1,150.19",$68.44,$78.86,,
,,5/25/2019 Sat,"$2,406.94",$395.33,$141.70,$3.78,"$1,514.48",,,$93.59,$39.11,,"-$1,804.36","$1,398.47",69.21%,58.10%,77.51%,,,,,,,,,,,,$602.58,,5/25/2019 Sat,"$2,406.94",$537.03,$3.78,"$1,514.48",$93.59,$39.11,,
,,5/26/2019 Sun,"$1,770.48",$257.90,$333.50,$9.33,$936.73,,,$56.09,$15.87,,"-$1,447.34","$1,184.62",58.20%,66.91%,81.85%,,,,,,,,,,,,$323.14,,5/26/2019 Sun,"$1,770.48",$591.40,$9.33,$936.73,$56.09,$15.87,,
,,5/27/2019 Mon,"$1,808.13",$519.58,$59.90,$6.25,$978.40,,,$65.19,$14.33,,"-$1,539.64","$1,152.47",59.52%,63.74%,74.85%,,Week 62,"$2,061.63",$446.28,$71.34,$14.45,"$1,214.24",,,$92.45,$35.31,$268.49,"$4,230.44",5/27/2019 Mon,"$1,808.13",$579.48,$6.25,$978.40,$65.19,$14.33,,
,,5/28/2019 Tue,"$2,148.70",$461.84,$0.00,$9.77,"$1,345.88",,,$123.60,$12.15,,"-$1,627.58","$1,210.40",68.90%,56.33%,74.37%,,,,,,,,,,,,$521.12,,5/28/2019 Tue,"$2,148.70",$461.84,$9.77,"$1,345.88",$123.60,$12.15,,
,,5/29/2019 Wed,"$1,750.81",$303.61,$0.00,$22.19,"$1,182.04",,,$61.53,$22.15,,"-$1,238.80",$914.71,74.27%,52.24%,73.84%,,,,,,,,,,,,$512.01,,5/29/2019 Wed,"$1,750.81",$303.61,$22.19,"$1,182.04",$61.53,$22.15,,
,,5/30/2019 Thu,"$2,043.43",$391.89,$152.90,$9.98,"$1,190.66",,,$70.58,$42.42,,"-$1,225.98",$920.17,64.09%,45.03%,75.06%,,,,,,,,,,,,$817.45,,5/30/2019 Thu,"$2,043.43",$544.79,$9.98,"$1,190.66",$70.58,$42.42,,
,,5/31/2019 Fri,"$2,505.24",$533.79,$0.00,$25.69,"$1,575.77",,,$49.05,$92.05,,"-$1,756.50","$1,325.75",69.19%,52.92%,75.48%,,,,,,,,,,,,$748.74,,5/31/2019 Fri,"$2,505.24",$533.79,$25.69,"$1,575.77",$49.05,$92.05,,
2019년 6월,매출 보고,6/1/2019 Sat,"$2,109.32",$468.17,$0.00,$14.22,"$1,230.42",,,$154.95,$49.63,,"-$1,425.20","$1,109.81",64.17%,52.61%,77.87%,,,,,,,,,,,,$684.12,,6/1/2019 Sat,"$2,109.32",$468.17,$14.22,"$1,230.42",$154.95,$49.63,,
,,6/2/2019 Sun,"$2,065.81",$445.08,$286.60,$13.03,$996.48,,,$122.27,$14.45,,"-$1,387.30","$1,064.72",53.06%,51.54%,76.75%,,,,,,,,,,,,$678.51,,6/2/2019 Sun,"$2,065.81",$731.68,$13.03,$996.48,$122.27,$14.45,,
실제 수익,"$63,678.49",6/3/2019 Mon,"$2,590.89",$479.60,$147.80,$10.92,"$1,456.82",,,$227.09,$30.28,,"-$1,808.71","$1,409.89",61.85%,54.42%,77.95%,,Week 63,"$2,347.05",$417.60,$145.03,$13.48,"$1,393.10",,,$106.54,$57.10,$782.18,"$4,009.72",6/3/2019 Mon,"$2,590.89",$627.40,$10.92,"$1,456.82",$227.09,$30.28,,
보고 수익,"$48,745.16",6/4/2019 Tue,"$1,793.29",$324.60,$0.00,$13.99,"$1,128.20",,,$122.44,$40.92,,"-$1,342.27",$998.40,69.20%,55.67%,74.38%,,,,,,,,,,,,$451.02,,6/4/2019 Tue,"$1,793.29",$324.60,$13.99,"$1,128.20",$122.44,$40.92,,
카드 수익,"$36,933.02",6/5/2019 Wed,"$2,799.54",$487.97,$174.10,$8.58,"$1,716.69",,,$85.74,$71.89,,"-$2,017.58","$1,499.05",67.45%,53.55%,74.30%,,,,,,,,,,,,$781.96,,6/5/2019 Wed,"$2,799.54",$662.07,$8.58,"$1,716.69",$85.74,$71.89,,
,"$11,812.14",6/6/2019 Thu,"$2,057.91",$421.01,$72.40,$27.75,"$1,221.61",,,$50.75,$77.15,,"-$1,610.71","$1,209.59",65.30%,58.78%,75.10%,,,,,,,,,,,,$447.20,,6/6/2019 Thu,"$2,057.91",$493.41,$27.75,"$1,221.61",$50.75,$77.15,,
담배 수익,"$15,827.03",6/7/2019 Fri,"$2,303.86",$315.97,$163.60,$6.63,"$1,436.73",,,$85.16,$83.99,,"-$1,868.39","$1,403.82",68.60%,60.93%,75.14%,,,,,,,,,,,,$435.47,,6/7/2019 Fri,"$2,303.86",$479.57,$6.63,"$1,436.73",$85.16,$83.99,,
그로서리 수익,$450.09,6/8/2019 Sat,"$2,307.88",$347.66,$160.70,$15.40,"$1,481.95",,,$58.78,$33.41,,"-$1,740.20","$1,406.70",70.63%,60.95%,80.84%,,,,,,,,,,,,$567.68,,6/8/2019 Sat,"$2,307.88",$508.36,$15.40,"$1,481.95",$58.78,$33.41,,
잡화 수익,"$37,327.77",6/9/2019 Sun,"$2,576.00",$546.36,$296.60,$11.11,"$1,309.71",,,$115.81,$62.07,,"-$2,031.79","$1,551.19",55.93%,60.22%,76.35%,,,,,,,,,,,,$544.21,,6/9/2019 Sun,"$2,576.00",$842.96,$11.11,"$1,309.71",$115.81,$62.07,,
토바코 수익,"$2,708.23",6/10/2019 Mon,"$1,511.94",$283.80,$78.90,$33.44,$906.03,,,$42.92,$29.29,,-$981.58,$713.71,65.92%,47.20%,72.71%,,Week 64,"$1,948.90",$371.35,$122.84,$16.32,"$1,136.57",,,$76.36,$48.14,$530.36,"$3,492.29",6/10/2019 Mon,"$1,511.94",$362.70,$33.44,$906.03,$42.92,$29.29,,
맥주 수익,"$1,570.32",6/11/2019 Tue,"$1,747.18",$440.17,$0.00,$15.02,"$1,003.83",,,$82.97,$46.20,,"-$1,261.37",$965.28,63.20%,55.25%,76.53%,,,,,,,,,,,,$485.81,,6/11/2019 Tue,"$1,747.18",$440.17,$15.02,"$1,003.83",$82.97,$46.20,,
,,6/12/2019 Wed,"$2,395.67",$471.36,$81.80,$20.26,"$1,422.61",,,$85.23,$96.43,,"-$1,761.57","$1,319.78",65.32%,55.09%,74.92%,,,,,,,,,,,,$634.10,,6/12/2019 Wed,"$2,395.67",$553.16,$20.26,"$1,422.61",$85.23,$96.43,,
,,6/13/2019 Thu,"$2,055.56",$389.98,$79.00,$21.91,"$1,252.86",,,$58.12,$66.66,,"-$1,251.20",$887.55,67.04%,43.18%,70.94%,,,,,,,,,,,,$804.36,,6/13/2019 Thu,"$2,055.56",$468.98,$21.91,"$1,252.86",$58.12,$66.66,,
,,6/14/2019 Fri,"$2,184.02",$328.26,$0.00,$8.58,"$1,477.59",,,$125.54,$45.34,,"-$1,872.44","$1,441.60",74.42%,66.01%,76.99%,,,,,,,,,,,,$311.58,,6/14/2019 Fri,"$2,184.02",$328.26,$8.58,"$1,477.59",$125.54,$45.34,,
,,6/15/2019 Sat,"$2,198.94",$358.63,$157.90,$10.32,"$1,341.74",,,$96.07,$34.23,,"-$1,802.88","$1,346.84",67.12%,61.25%,74.70%,,,,,,,,,,,,$396.06,,6/15/2019 Sat,"$2,198.94",$516.53,$10.32,"$1,341.74",$96.07,$34.23,,
,,6/16/2019 Sun,"$1,548.98",$327.23,$462.30,$4.73,$551.35,,,$43.66,$18.82,,"-$1,218.96",$932.27,39.15%,60.19%,76.48%,,,,,,,,,,,,$330.02,,6/16/2019 Sun,"$1,548.98",$789.53,$4.73,$551.35,$43.66,$18.82,,
,,6/17/2019 Mon,"$2,055.45",$376.04,$0.00,$21.19,"$1,368.16",,,$67.99,$36.05,,"-$1,441.80","$1,092.06",73.22%,53.13%,75.74%,,Week 65,"$2,113.64",$407.96,$119.10,$13.60,"$1,249.67",,,$74.43,$57.01,$613.65,,6/17/2019 Mon,"$2,055.45",$376.04,$21.19,"$1,368.16",$67.99,$36.05,,
,,6/18/2019 Tue,"$1,589.95",$455.31,$81.80,$18.21,$801.45,,,$51.34,$37.19,,"-$1,249.55",$955.27,55.45%,60.08%,76.45%,,,,,,,,,,,,$340.40,,6/18/2019 Tue,"$1,589.95",$537.11,$18.21,$801.45,$51.34,$37.19,,
,,6/19/2019 Wed,"$2,315.07",$443.99,$0.00,$16.25,"$1,485.60",,,$74.34,$84.27,,"-$1,992.63","$1,519.10",70.59%,65.62%,76.24%,,,,,,,,,,,,$322.44,,6/19/2019 Wed,"$2,315.07",$443.99,$16.25,"$1,485.60",$74.34,$84.27,,
,,6/20/2019 Thu,"$2,461.14",$414.18,$373.30,$4.39,"$1,260.92",,,$81.04,$103.39,,"-$2,114.03","$1,615.86",56.36%,65.65%,76.44%,,,,,,,,,,,,$347.11,,6/20/2019 Thu,"$2,461.14",$787.48,$4.39,"$1,260.92",$81.04,$103.39,,
,,6/21/2019 Fri,"$2,152.49",$388.58,$220.70,$8.45,"$1,216.74",,,$55.71,$66.49,,"-$1,708.84","$1,301.82",62.18%,60.48%,76.18%,,,,,,,,,,,,$443.65,,6/21/2019 Fri,"$2,152.49",$609.28,$8.45,"$1,216.74",$55.71,$66.49,,
,,6/22/2019 Sat,"$2,517.15",$388.08,$157.90,$14.48,"$1,567.12",,,$121.67,$38.94,,"-$2,142.08","$1,628.05",68.48%,64.68%,76.00%,,,,,,,,,,,,$375.07,,6/22/2019 Sat,"$2,517.15",$545.98,$14.48,"$1,567.12",$121.67,$38.94,,
,,6/23/2019 Sun,"$1,704.23",$389.55,$0.00,$12.25,"$1,047.72",,,$68.93,$32.71,,"-$1,379.25","$1,053.76",67.63%,61.83%,76.40%,,,,,,,,,,,,$324.98,,6/23/2019 Sun,"$1,704.23",$389.55,$12.25,"$1,047.72",$68.93,$32.71,,
,,6/24/2019 Mon,"$2,237.90",$479.68,$73.90,$26.44,"$1,331.90",,,$86.69,$35.69,,"-$1,786.82","$1,311.82",65.47%,58.62%,73.42%,,Week 66,"$2,090.89",$427.41,$78.31,$17.00,"$1,235.06",,,$89.96,$52.93,$451.08,,6/24/2019 Mon,"$2,237.90",$553.58,$26.44,"$1,331.90",$86.69,$35.69,,
